GeneID	Symbol	Aliases
107987015	LOC107987015	
107987013	LOC107987013	
107987012	LOC107987012	
107987011	LOC107987011	
107987010	LOC107987010	
107987009	LOC107987009	
107987008	LOC107987008	
107987007	LOC107987007	
107987006	LOC107987006	
107987004	LOC107987004	
107987003	LOC107987003	
107987000	LOC107987000	
107986999	LOC107986999	
107986998	LOC107986998	
107986997	LOC107986997	
107986995	LOC107986995	
107986993	LOC107986993	
107986992	LOC107986992	
107986991	LOC107986991	
107986990	LOC107986990	
107986989	LOC107986989	
107986986	LOC107986986	
107986985	LOC107986985	
107986984	LOC107986984	
107986983	LOC107986983	
107986982	LOC107986982	
107986981	LOC107986981	
107986979	LOC107986979	
107986978	LOC107986978	
107986977	LOC107986977	
107986976	LOC107986976	
107986974	LOC107986974	
107986973	LOC107986973	
107986972	LOC107986972	
107986971	LOC107986971	
107986970	LOC107986970	
107986969	LOC107986969	
107986968	LOC107986968	
107986966	LOC107986966	
107986965	LOC107986965	
107986964	LOC107986964	
107986963	LOC107986963	
107986962	LOC107986962	
107986961	LOC107986961	
107986960	LOC107986960	
107986959	LOC107986959	
107986957	LOC107986957	
107986956	LOC107986956	
107986955	LOC107986955	
107986954	LOC107986954	
107986953	LOC107986953	
107986952	LOC107986952	
107986951	LOC107986951	
107986950	LOC107986950	
107986949	LOC107986949	
107986948	LOC107986948	
107986946	LOC107986946	
107986945	LOC107986945	
107986944	LOC107986944	
107986943	LOC107986943	
107986942	LOC107986942	
107986941	LOC107986941	
107986940	LOC107986940	
107986939	LOC107986939	
107986938	LOC107986938	
107986936	LOC107986936	
107986935	LOC107986935	
107986934	LOC107986934	
107986933	LOC107986933	
107986932	LOC107986932	
107986931	LOC107986931	
107986930	LOC107986930	
107986929	LOC107986929	
107986926	LOC107986926	
107986925	LOC107986925	
107986924	LOC107986924	
107986923	LOC107986923	
107986922	LOC107986922	
107986921	LOC107986921	
107986920	LOC107986920	
107986919	LOC107986919	
107986918	LOC107986918	
107986916	LOC107986916	
107986915	LOC107986915	
107986914	LOC107986914	
107986913	LOC107986913	
107986912	LOC107986912	
107986910	LOC107986910	
107986909	LOC107986909	
107986908	LOC107986908	
107986907	LOC107986907	
107986906	LOC107986906	
107986905	LOC107986905	
107986904	LOC107986904	
107986903	LOC107986903	
107986902	LOC107986902	
107986901	LOC107986901	
107986899	LOC107986899	
107986898	LOC107986898	
107986897	LOC107986897	
107986896	LOC107986896	
107986895	LOC107986895	
107986894	LOC107986894	
107986893	LOC107986893	
107986892	LOC107986892	
107986891	LOC107986891	
107986890	LOC107986890	
107986889	LOC107986889	
107986888	LOC107986888	
107986887	LOC107986887	
107986886	LOC107986886	
107986885	LOC107986885	
107986884	LOC107986884	
107986883	LOC107986883	
107986882	LOC107986882	
107986881	LOC107986881	
107986880	LOC107986880	
107986878	LOC107986878	
107986876	LOC107986876	
107986875	LOC107986875	
107986874	LOC107986874	
107986872	LOC107986872	
107986871	LOC107986871	
107986870	LOC107986870	
107986868	LOC107986868	
107986865	LOC107986865	
107986864	LOC107986864	
107986863	LOC107986863	
107986862	LOC107986862	
107986860	LOC107986860	
107986859	LOC107986859	
107986858	LOC107986858	
107986856	LOC107986856	
107986855	LOC107986855	
107986854	LOC107986854	
107986853	LOC107986853	
107986852	LOC107986852	
107986851	LOC107986851	
107986850	LOC107986850	
107986849	LOC107986849	
107986848	LOC107986848	
107986847	LOC107986847	
107986846	LOC107986846	
107986843	LOC107986843	
107986842	LOC107986842	
107986841	LOC107986841	
107986840	LOC107986840	
107986839	LOC107986839	
107986838	LOC107986838	
107986837	LOC107986837	
107986836	LOC107986836	
107986835	LOC107986835	
107986834	LOC107986834	
107986833	LOC107986833	
107986832	LOC107986832	
107986830	LOC107986830	
107986829	LOC107986829	
107986828	LOC107986828	
107986826	LOC107986826	
107986825	LOC107986825	
107986824	LOC107986824	
107986823	LOC107986823	
107986822	LOC107986822	
107986821	LOC107986821	
107986820	LOC107986820	
107986819	LOC107986819	
107986817	LOC107986817	
107986816	LOC107986816	
107986815	LOC107986815	
107986814	LOC107986814	
107986813	LOC107986813	
107986812	LOC107986812	
107986811	LOC107986811	
107986806	LOC107986806	
107986800	LOC107986800	
107986799	LOC107986799	
107986798	LOC107986798	
107986796	LOC107986796	
107986795	LOC107986795	
107986790	LOC107986790	
107986789	LOC107986789	
107986788	LOC107986788	
107986787	LOC107986787	
107986786	LOC107986786	
107986785	LOC107986785	
107986784	LOC107986784	
107986783	LOC107986783	
107986782	LOC107986782	
107986781	LOC107986781	
107986780	LOC107986780	
107986779	LOC107986779	
107986778	LOC107986778	
107986777	LOC107986777	
107986776	LOC107986776	
107986775	LOC107986775	
107986774	LOC107986774	
107986773	LOC107986773	
107986772	LOC107986772	
107986770	LOC107986770	
107986769	LOC107986769	
107986768	LOC107986768	
107986767	LOC107986767	
107986766	LOC107986766	
107986764	LOC107986764	
107986763	LOC107986763	
107986762	LOC107986762	
107986761	LOC107986761	
107986760	LOC107986760	
107986759	LOC107986759	
107986758	LOC107986758	
107986757	LOC107986757	
107986756	LOC107986756	
107986755	LOC107986755	
107986751	LOC107986751	
107986750	LOC107986750	
107986749	LOC107986749	
107986747	LOC107986747	
107986746	LOC107986746	
107986745	LOC107986745	
107986744	LOC107986744	
107986743	LOC107986743	
107986742	LOC107986742	
107986741	LOC107986741	
107986740	LOC107986740	
107986739	LOC107986739	
107986738	LOC107986738	
107986737	LOC107986737	
107986736	LOC107986736	
107986735	LOC107986735	
107986734	LOC107986734	
107986733	LOC107986733	
107986731	LOC107986731	
107986727	LOC107986727	
107986725	LOC107986725	
107986723	LOC107986723	
107986722	LOC107986722	
107986721	LOC107986721	
107986720	LOC107986720	
107986719	LOC107986719	
107986718	LOC107986718	
107986717	LOC107986717	
107986716	LOC107986716	
107986715	LOC107986715	
107986714	LOC107986714	
107986713	LOC107986713	
107986712	LOC107986712	
107986710	LOC107986710	
107986709	LOC107986709	
107986708	LOC107986708	
107986707	LOC107986707	
107986704	LOC107986704	
107986703	LOC107986703	
107986700	LOC107986700	
107986699	LOC107986699	
107986698	LOC107986698	
107986697	LOC107986697	
107986696	LOC107986696	
107986694	LOC107986694	
107986683	TRNAI-AAU	
107986682	TRNAM-CAU	
107986680	TRNAM-CAU	
107986679	TRNAI-AAU	
107986678	LOC107986678	
107986677	LOC107986677	
107986676	LOC107986676	
107986675	LOC107986675	
107986674	LOC107986674	
107986673	LOC107986673	
107986672	LOC107986672	
107986671	LOC107986671	
107986669	LOC107986669	
107986668	LOC107986668	
107986667	LOC107986667	
107986666	LOC107986666	
107986665	LOC107986665	
107986664	LOC107986664	
107986663	LOC107986663	
107986662	LOC107986662	
107986661	LOC107986661	
107986660	LOC107986660	
107986659	LOC107986659	
107986656	LOC107986656	
107986655	LOC107986655	
107986654	LOC107986654	
107986653	LOC107986653	
107986652	LOC107986652	
107986651	LOC107986651	
107986650	LOC107986650	
107986648	LOC107986648	
107986646	LOC107986646	
107986644	LOC107986644	
107986643	LOC107986643	
107986642	LOC107986642	
107986641	LOC107986641	
107986640	LOC107986640	
107986639	LOC107986639	
107986638	LOC107986638	
107986637	LOC107986637	
107986636	LOC107986636	
107986635	LOC107986635	
107986634	LOC107986634	
107986633	LOC107986633	
107986632	LOC107986632	
107986631	LOC107986631	
107986630	LOC107986630	
107986629	LOC107986629	
107986627	LOC107986627	
107986626	LOC107986626	
107986625	LOC107986625	
107986624	LOC107986624	
107986623	LOC107986623	
107986622	LOC107986622	
107986621	LOC107986621	
107986620	LOC107986620	
107986619	LOC107986619	
107986618	LOC107986618	
107986617	LOC107986617	
107986614	LOC107986614	
107986613	LOC107986613	
107986611	LOC107986611	
107986610	LOC107986610	
107986608	LOC107986608	
107986607	LOC107986607	
107986606	LOC107986606	
107986605	LOC107986605	
107986604	LOC107986604	
107986603	LOC107986603	
107986602	LOC107986602	
107986601	LOC107986601	
107986600	LOC107986600	
107986599	LOC107986599	
107986598	LOC107986598	
107986597	LOC107986597	
107986596	LOC107986596	
107986595	LOC107986595	
107986594	LOC107986594	
107986593	LOC107986593	
107986592	LOC107986592	
107986590	LOC107986590	
107986589	LOC107986589	
107986588	LOC107986588	
107986586	LOC107986586	
107986584	LOC107986584	
107986583	LOC107986583	
107986582	LOC107986582	
107986579	LOC107986579	
107986578	LOC107986578	
107986577	LOC107986577	
107986576	LOC107986576	
107986575	LOC107986575	
107986574	LOC107986574	
107986573	LOC107986573	
107986572	LOC107986572	
107986571	LOC107986571	
107986570	LOC107986570	
107986569	LOC107986569	
107986567	LOC107986567	
107986566	LOC107986566	
107986564	LOC107986564	
107986562	LOC107986562	
107986561	LOC107986561	
107986560	LOC107986560	
107986559	LOC107986559	
107986558	LOC107986558	
107986557	LOC107986557	
107986556	LOC107986556	
107986555	LOC107986555	
107986554	LOC107986554	
107986553	LOC107986553	
107986552	LOC107986552	
107986551	LOC107986551	
107986550	LOC107986550	
107986549	LOC107986549	
107986548	LOC107986548	
107986547	LOC107986547	
107986546	LOC107986546	
107986545	LOC107986545	
107986544	LOC107986544	
107986543	LOC107986543	
107986541	LOC107986541	
107986540	LOC107986540	
107986539	LOC107986539	
107986538	LOC107986538	
107986537	LOC107986537	
107986535	LOC107986535	
107986534	LOC107986534	
107986531	LOC107986531	
107986530	LOC107986530	
107986529	LOC107986529	
107986528	LOC107986528	
107986526	LOC107986526	
107986525	LOC107986525	
107986524	LOC107986524	
107986523	LOC107986523	
107986522	LOC107986522	
107986521	LOC107986521	
107986520	LOC107986520	
107986519	LOC107986519	
107986516	LOC107986516	
107986515	LOC107986515	
107986514	LOC107986514	
107986513	LOC107986513	
107986512	LOC107986512	
107986496	LOC107986496	
107986495	LOC107986495	
107986494	LOC107986494	
107986493	LOC107986493	
107986492	LOC107986492	
107986491	LOC107986491	
107986490	LOC107986490	
107986489	LOC107986489	
107986488	LOC107986488	
107986487	LOC107986487	
107986486	LOC107986486	
107986485	LOC107986485	
107986484	LOC107986484	
107986483	LOC107986483	
107986482	LOC107986482	
107986479	LOC107986479	
107986478	LOC107986478	
107986477	LOC107986477	
107986476	LOC107986476	
107986475	LOC107986475	
107986474	LOC107986474	
107986473	LOC107986473	
107986472	LOC107986472	
107986470	LOC107986470	
107986469	LOC107986469	
107986468	LOC107986468	
107986467	LOC107986467	
107986466	LOC107986466	
107986465	LOC107986465	
107986464	LOC107986464	
107986463	LOC107986463	
107986462	LOC107986462	
107986461	LOC107986461	
107986459	LOC107986459	
107986458	LOC107986458	
107986457	LOC107986457	
107986455	LOC107986455	
107986454	LOC107986454	
107986452	LOC107986452	
107986451	LOC107986451	
107986450	LOC107986450	
107986449	LOC107986449	
107986448	LOC107986448	
107986447	LOC107986447	
107986446	LOC107986446	
107986445	LOC107986445	
107986444	LOC107986444	
107986441	LOC107986441	
107986440	LOC107986440	
107986439	LOC107986439	
107986438	LOC107986438	
107986437	LOC107986437	
107986436	LOC107986436	
107986435	LOC107986435	
107986434	LOC107986434	
107986433	LOC107986433	
107986432	LOC107986432	
107986431	LOC107986431	
107986430	LOC107986430	
107986428	LOC107986428	
107986427	LOC107986427	
107986426	LOC107986426	
107986424	LOC107986424	
107986423	LOC107986423	
107986422	LOC107986422	
107986421	LOC107986421	
107986420	LOC107986420	
107986419	LOC107986419	
107986418	LOC107986418	
107986416	LOC107986416	
107986415	LOC107986415	
107986414	LOC107986414	
107986413	LOC107986413	
107986412	LOC107986412	
107986411	LOC107986411	
107986410	LOC107986410	
107986409	LOC107986409	
107986407	LOC107986407	
107986406	LOC107986406	
107986405	LOC107986405	
107986403	LOC107986403	
107986401	LOC107986401	
107986400	LOC107986400	
107986399	LOC107986399	
107986398	LOC107986398	
107986397	LOC107986397	
107986396	LOC107986396	
107986395	LOC107986395	
107986394	LOC107986394	
107986392	LOC107986392	
107986391	LOC107986391	
107986388	LOC107986388	
107986387	LOC107986387	
107986386	LOC107986386	
107986385	LOC107986385	
107986384	LOC107986384	
107986383	LOC107986383	
107986382	LOC107986382	
107986381	LOC107986381	
107986380	LOC107986380	
107986379	LOC107986379	
107986378	LOC107986378	
107986377	LOC107986377	
107986376	LOC107986376	
107986375	LOC107986375	
107986374	LOC107986374	
107986373	LOC107986373	
107986372	LOC107986372	
107986371	LOC107986371	
107986370	LOC107986370	
107986369	LOC107986369	
107986368	LOC107986368	
107986367	LOC107986367	
107986366	LOC107986366	
107986365	LOC107986365	
107986364	LOC107986364	
107986363	LOC107986363	
107986362	LOC107986362	
107986361	LOC107986361	
107986360	LOC107986360	
107986359	LOC107986359	
107986358	LOC107986358	
107986357	LOC107986357	
107986356	LOC107986356	
107986355	LOC107986355	
107986354	LOC107986354	
107986353	LOC107986353	
107986352	LOC107986352	
107986351	LOC107986351	
107986350	LOC107986350	
107986348	LOC107986348	
107986347	LOC107986347	
107986346	LOC107986346	
107986345	LOC107986345	
107986343	LOC107986343	
107986338	LOC107986338	
107986337	LOC107986337	
107986336	LOC107986336	
107986335	LOC107986335	
107986334	LOC107986334	
107986332	LOC107986332	
107986330	LOC107986330	
107986329	LOC107986329	
107986328	LOC107986328	
107986327	LOC107986327	
107986326	LOC107986326	
107986325	LOC107986325	
107986324	LOC107986324	
107986321	LOC107986321	
107986320	LOC107986320	
107986317	LOC107986317	
107986315	LOC107986315	
107986314	LOC107986314	
107986312	LOC107986312	
107986310	LOC107986310	
107986309	LOC107986309	
107986307	LOC107986307	
107986306	LOC107986306	
107986305	LOC107986305	
107986304	LOC107986304	
107986303	LOC107986303	
107986302	LOC107986302	
107986300	LOC107986300	
107986299	LOC107986299	
107986298	LOC107986298	
107986297	LOC107986297	
107986295	LOC107986295	
107986294	LOC107986294	
107986293	LOC107986293	
107986292	LOC107986292	
107986291	LOC107986291	
107986290	LOC107986290	
107986289	LOC107986289	
107986287	LOC107986287	
107986286	LOC107986286	
107986285	LOC107986285	
107986284	LOC107986284	
107986283	LOC107986283	
107986282	LOC107986282	
107986281	LOC107986281	
107986279	LOC107986279	
107986278	LOC107986278	
107986277	LOC107986277	
107986276	LOC107986276	
107986275	LOC107986275	
107986273	LOC107986273	
107986272	LOC107986272	
107986271	LOC107986271	
107986270	LOC107986270	
107986269	LOC107986269	
107986268	LOC107986268	
107986265	LOC107986265	
107986263	LOC107986263	
107986262	LOC107986262	
107986261	LOC107986261	
107986260	LOC107986260	
107986258	LOC107986258	
107986257	LOC107986257	
107986256	LOC107986256	
107986255	LOC107986255	
107986254	LOC107986254	
107986253	LOC107986253	
107986252	LOC107986252	
107986250	LOC107986250	
107986249	LOC107986249	
107986246	LOC107986246	
107986245	LOC107986245	
107986244	LOC107986244	
107986240	LOC107986240	
107986239	LOC107986239	
107986238	LOC107986238	
107986237	LOC107986237	
107986236	LOC107986236	
107986235	LOC107986235	
107986234	LOC107986234	
107986232	LOC107986232	
107986231	LOC107986231	
107986230	LOC107986230	
107986229	LOC107986229	
107986228	LOC107986228	
107986225	LOC107986225	
107986224	LOC107986224	
107986223	LOC107986223	
107986222	LOC107986222	
107986221	LOC107986221	
107986220	LOC107986220	
107986219	LOC107986219	
107986218	LOC107986218	
107986217	LOC107986217	
107986215	LOC107986215	
107986214	LOC107986214	
107986210	LOC107986210	
107986208	LOC107986208	
107986207	LOC107986207	
107986206	LOC107986206	
107986205	LOC107986205	
107986204	LOC107986204	
107986203	LOC107986203	
107986202	LOC107986202	
107986201	LOC107986201	
107986200	LOC107986200	
107986199	LOC107986199	
107986198	LOC107986198	
107986197	LOC107986197	
107986196	LOC107986196	
107986195	LOC107986195	
107986194	LOC107986194	
107986193	LOC107986193	
107986190	LOC107986190	
107986189	LOC107986189	
107986188	LOC107986188	
107986187	LOC107986187	
107986186	LOC107986186	
107986185	LOC107986185	
107986184	LOC107986184	
107986183	LOC107986183	
107986182	LOC107986182	
107986181	LOC107986181	
107986180	LOC107986180	
107986179	LOC107986179	
107986178	LOC107986178	
107986177	LOC107986177	
107986176	LOC107986176	
107986175	LOC107986175	
107986174	LOC107986174	
107986173	LOC107986173	
107986172	LOC107986172	
107986171	LOC107986171	
107986170	LOC107986170	
107986169	LOC107986169	
107986168	LOC107986168	
107986167	LOC107986167	
107986166	LOC107986166	
107986163	LOC107986163	
107986162	LOC107986162	
107986161	LOC107986161	
107986160	LOC107986160	
107986158	LOC107986158	
107986157	LOC107986157	
107986156	LOC107986156	
107986155	LOC107986155	
107986154	LOC107986154	
107986153	LOC107986153	
107986152	LOC107986152	
107986151	LOC107986151	
107986150	LOC107986150	
107986149	LOC107986149	
107986148	LOC107986148	
107986144	LOC107986144	
107986142	LOC107986142	
107986141	LOC107986141	
107986140	LOC107986140	
107986138	LOC107986138	
107986135	LOC107986135	
107986133	LOC107986133	
107986131	LOC107986131	
107986129	LOC107986129	
107986127	LOC107986127	
107986126	LOC107986126	
107986124	LOC107986124	
107986123	LOC107986123	
107986121	LOC107986121	
107986120	LOC107986120	
107986119	LOC107986119	
107986118	LOC107986118	
107986116	LOC107986116	
107986115	LOC107986115	
107986114	LOC107986114	
107986113	LOC107986113	
107986112	LOC107986112	
107986110	LOC107986110	
107986109	LOC107986109	
107986108	LOC107986108	
107986107	LOC107986107	
107986106	LOC107986106	
107986105	LOC107986105	
107986104	LOC107986104	
107986103	LOC107986103	
107986101	LOC107986101	
107986099	LOC107986099	
107986098	LOC107986098	
107986097	LOC107986097	
107986095	LOC107986095	
107986094	LOC107986094	
107986093	LOC107986093	
107986092	LOC107986092	
107986091	LOC107986091	
107986089	LOC107986089	
107986088	LOC107986088	
107986087	LOC107986087	
107986086	LOC107986086	
107986084	LOC107986084	
107986083	LOC107986083	
107986082	LOC107986082	
107986081	LOC107986081	
107986080	LOC107986080	
107986079	LOC107986079	
107986077	LOC107986077	
107986076	LOC107986076	
107986075	LOC107986075	
107986073	LOC107986073	
107986072	LOC107986072	
107986071	LOC107986071	
107986070	LOC107986070	
107986069	LOC107986069	
107986068	LOC107986068	
107986067	LOC107986067	
107986066	LOC107986066	
107986065	LOC107986065	
107986064	LOC107986064	
107986063	LOC107986063	
107986061	LOC107986061	
107986059	LOC107986059	
107986058	LOC107986058	
107986057	LOC107986057	
107986056	LOC107986056	
107986055	LOC107986055	
107986054	LOC107986054	
107986053	LOC107986053	
107986052	LOC107986052	
107986051	LOC107986051	
107986050	LOC107986050	
107986049	LOC107986049	
107986048	LOC107986048	
107986047	LOC107986047	
107986045	LOC107986045	
107986044	LOC107986044	
107986043	LOC107986043	
107986042	LOC107986042	
107986040	LOC107986040	
107986039	LOC107986039	
107986036	LOC107986036	
107986035	LOC107986035	
107986034	LOC107986034	
107986033	LOC107986033	
107986032	LOC107986032	
107986031	LOC107986031	
107986029	LOC107986029	
107986028	LOC107986028	
107986027	LOC107986027	
107986025	LOC107986025	
107986024	LOC107986024	
107986023	LOC107986023	
107986022	LOC107986022	
107986021	LOC107986021	
107986020	LOC107986020	
107986019	LOC107986019	
107986018	LOC107986018	
107986017	LOC107986017	
107986016	LOC107986016	
107986015	LOC107986015	
107986013	LOC107986013	
107986012	LOC107986012	
107986011	LOC107986011	
107986010	LOC107986010	
107986009	LOC107986009	
107986008	LOC107986008	
107986007	LOC107986007	
107986006	LOC107986006	
107986004	LOC107986004	
107986003	LOC107986003	
107986002	LOC107986002	
107986001	LOC107986001	
107986000	LOC107986000	
107985999	LOC107985999	
107985998	LOC107985998	
107985997	LOC107985997	
107985996	LOC107985996	
107985995	LOC107985995	
107985994	LOC107985994	
107985993	LOC107985993	
107985992	LOC107985992	
107985991	LOC107985991	
107985990	LOC107985990	
107985989	LOC107985989	
107985988	LOC107985988	
107985987	LOC107985987	
107985986	LOC107985986	
107985985	LOC107985985	
107985984	LOC107985984	
107985983	LOC107985983	
107985982	LOC107985982	
107985981	LOC107985981	
107985980	LOC107985980	
107985979	LOC107985979	
107985978	LOC107985978	
107985977	LOC107985977	
107985976	LOC107985976	
107985972	LOC107985972	
107985969	LOC107985969	
107985968	LOC107985968	
107985967	LOC107985967	
107985966	LOC107985966	
107985965	LOC107985965	
107985963	LOC107985963	
107985962	LOC107985962	
107985961	LOC107985961	
107985960	LOC107985960	
107985959	LOC107985959	
107985958	LOC107985958	
107985957	LOC107985957	
107985955	LOC107985955	
107985953	LOC107985953	
107985952	LOC107985952	
107985950	LOC107985950	
107985949	LOC107985949	
107985948	LOC107985948	
107985947	LOC107985947	
107985945	LOC107985945	
107985944	LOC107985944	
107985943	LOC107985943	
107985942	LOC107985942	
107985941	LOC107985941	
107985940	LOC107985940	
107985938	LOC107985938	
107985937	LOC107985937	
107985936	LOC107985936	
107985935	LOC107985935	
107985934	LOC107985934	
107985933	LOC107985933	
107985932	LOC107985932	
107985931	LOC107985931	
107985930	LOC107985930	
107985929	LOC107985929	
107985927	LOC107985927	
107985926	LOC107985926	
107985923	LOC107985923	
107985922	LOC107985922	
107985921	LOC107985921	
107985920	LOC107985920	
107985917	LOC107985917	
107985916	LOC107985916	
107985915	LOC107985915	
107985911	LOC107985911	
107985910	LOC107985910	
107985909	LOC107985909	
107985908	LOC107985908	
107985907	LOC107985907	
107985906	LOC107985906	
107985905	LOC107985905	
107985904	LOC107985904	
107985903	LOC107985903	
107985902	LOC107985902	
107985900	LOC107985900	
107985898	LOC107985898	
107985897	LOC107985897	
107985896	LOC107985896	
107985895	LOC107985895	
107985894	LOC107985894	
107985892	LOC107985892	
107985891	LOC107985891	
107985890	LOC107985890	
107985889	LOC107985889	
107985888	LOC107985888	
107985886	LOC107985886	
107985885	LOC107985885	
107985883	LOC107985883	
107985882	LOC107985882	
107985880	LOC107985880	
107985878	LOC107985878	
107985877	LOC107985877	
107985876	LOC107985876	
107985875	LOC107985875	
107985874	LOC107985874	
107985873	LOC107985873	
107985872	LOC107985872	
107985871	LOC107985871	
107985870	LOC107985870	
107985869	LOC107985869	
107985868	LOC107985868	
107985866	LOC107985866	
107985865	LOC107985865	
107985864	LOC107985864	
107985863	LOC107985863	
107985862	LOC107985862	
107985861	LOC107985861	
107985859	LOC107985859	
107985858	LOC107985858	
107985857	LOC107985857	
107985855	LOC107985855	
107985854	LOC107985854	
107985853	LOC107985853	
107985852	LOC107985852	
107985851	LOC107985851	
107985850	LOC107985850	
107985849	LOC107985849	
107985848	LOC107985848	
107985847	LOC107985847	
107985846	LOC107985846	
107985845	LOC107985845	
107985843	LOC107985843	
107985842	LOC107985842	
107985841	LOC107985841	
107985840	LOC107985840	
107985839	LOC107985839	
107985838	LOC107985838	
107985836	LOC107985836	
107985835	LOC107985835	
107985834	LOC107985834	
107985833	LOC107985833	
107985832	LOC107985832	
107985831	LOC107985831	
107985830	LOC107985830	
107985829	LOC107985829	
107985828	LOC107985828	
107985827	LOC107985827	
107985826	LOC107985826	
107985825	LOC107985825	
107985824	LOC107985824	
107985823	LOC107985823	
107985822	LOC107985822	
107985821	LOC107985821	
107985819	LOC107985819	
107985817	LOC107985817	
107985815	LOC107985815	
107985814	LOC107985814	
107985813	LOC107985813	
107985812	LOC107985812	
107985811	LOC107985811	
107985810	LOC107985810	
107985809	LOC107985809	
107985808	LOC107985808	
107985807	LOC107985807	
107985805	LOC107985805	
107985804	LOC107985804	
107985803	LOC107985803	
107985802	LOC107985802	
107985801	LOC107985801	
107985798	LOC107985798	
107985797	LOC107985797	
107985795	LOC107985795	
107985793	LOC107985793	
107985792	LOC107985792	
107985790	LOC107985790	
107985789	LOC107985789	
107985788	LOC107985788	
107985787	LOC107985787	
107985786	LOC107985786	
107985785	LOC107985785	
107985784	LOC107985784	
107985783	LOC107985783	
107985782	LOC107985782	
107985780	LOC107985780	
107985779	LOC107985779	
107985778	LOC107985778	
107985776	LOC107985776	
107985775	LOC107985775	
107985774	LOC107985774	
107985773	LOC107985773	
107985772	LOC107985772	
107985771	LOC107985771	
107985770	LOC107985770	
107985769	LOC107985769	
107985768	LOC107985768	
107985767	LOC107985767	
107985766	LOC107985766	
107985763	TRNAN-GUU	
107985762	TRNAN-GUU	
107985761	TRNAC-GCA	
107985760	TRNAK-CUU	
107985759	TRNAG-CCC	
107985758	TRNAE-UUC	
107985757	TRNAN-GUU	
107985756	TRNAN-GUU	
107985755	TRNAQ-CUG	
107985754	TRNAN-GUU	
107985753	TRNAV-CAC	
107985752	TRNAN-GUU	
107985751	TRNAN-GUU	
107985750	TRNAN-GUU	
107985749	TRNAV-CAC	
107985748	TRNAG-CCC	
107985747	LOC107985747	
107985746	LOC107985746	
107985745	LOC107985745	
107985744	LOC107985744	
107985743	LOC107985743	
107985740	LOC107985740	
107985737	LOC107985737	
107985736	LOC107985736	
107985734	LOC107985734	
107985733	LOC107985733	
107985732	LOC107985732	
107985729	LOC107985729	
107985728	LOC107985728	
107985727	LOC107985727	
107985726	LOC107985726	
107985725	LOC107985725	
107985721	LOC107985721	
107985720	LOC107985720	
107985719	LOC107985719	
107985718	LOC107985718	
107985717	LOC107985717	
107985716	LOC107985716	
107985715	LOC107985715	
107985714	LOC107985714	
107985713	LOC107985713	
107985712	LOC107985712	
107985711	LOC107985711	
107985710	LOC107985710	
107985709	LOC107985709	
107985708	LOC107985708	
107985707	LOC107985707	
107985706	LOC107985706	
107985706	LOC107985706	
107985705	LOC107985705	
107985704	LOC107985704	
107985703	LOC107985703	
107985701	LOC107985701	
107985700	LOC107985700	
107985699	LOC107985699	
107985698	LOC107985698	
107985697	LOC107985697	
107985697	LOC107985697	
107985695	LOC107985695	
107985694	LOC107985694	
107985693	LOC107985693	
107985692	LOC107985692	
107985691	LOC107985691	
107985690	LOC107985690	
107985688	LOC107985688	
107985687	LOC107985687	
107985686	LOC107985686	
107985685	LOC107985685	
107985684	LOC107985684	
107985683	LOC107985683	
107985682	LOC107985682	
107985681	LOC107985681	
107985680	LOC107985680	
107985679	LOC107985679	
107985678	LOC107985678	
107985677	LOC107985677	
107985677	LOC107985677	
107985676	LOC107985676	
107985675	LOC107985675	
107985674	LOC107985674	
107985670	LOC107985670	
107985669	LOC107985669	
107985667	LOC107985667	
107985666	LOC107985666	
107985665	LOC107985665	
107985664	LOC107985664	
107985662	LOC107985662	
107985661	LOC107985661	
107985660	LOC107985660	
107985659	LOC107985659	
107985658	LOC107985658	
107985657	LOC107985657	
107985656	LOC107985656	
107985655	LOC107985655	
107985653	LOC107985653	
107985652	LOC107985652	
107985651	LOC107985651	
107985650	LOC107985650	
107985648	LOC107985648	
107985647	LOC107985647	
107985646	LOC107985646	
107985645	LOC107985645	
107985644	LOC107985644	
107985643	LOC107985643	
107985642	LOC107985642	
107985641	LOC107985641	
107985640	LOC107985640	
107985639	LOC107985639	
107985638	LOC107985638	
107985637	LOC107985637	
107985637	LOC107985637	
107985635	LOC107985635	
107985634	LOC107985634	
107985632	LOC107985632	
107985631	LOC107985631	
107985630	LOC107985630	
107985629	LOC107985629	
107985628	LOC107985628	
107985627	LOC107985627	
107985615	TRNAV-CAC	
107985614	TRNAV-CAC	
107985599	LOC107985599	
107985596	LOC107985596	
107985595	LOC107985595	
107985594	LOC107985594	
107985593	LOC107985593	
107985591	LOC107985591	
107985590	LOC107985590	
107985588	LOC107985588	
107985584	LOC107985584	
107985582	LOC107985582	
107985581	LOC107985581	
107985580	LOC107985580	
107985579	LOC107985579	
107985577	LOC107985577	
107985576	LOC107985576	
107985573	LOC107985573	
107985571	LOC107985571	
107985570	LOC107985570	
107985568	LOC107985568	
107985567	LOC107985567	
107985566	LOC107985566	
107985565	LOC107985565	
107985564	LOC107985564	
107985563	LOC107985563	
107985562	LOC107985562	
107985561	LOC107985561	
107985558	LOC107985558	
107985557	LOC107985557	
107985556	LOC107985556	
107985555	LOC107985555	
107985554	LOC107985554	
107985553	LOC107985553	
107985551	LOC107985551	
107985550	LOC107985550	
107985549	LOC107985549	
107985545	LOC107985545	
107985543	LOC107985543	
107985542	LOC107985542	
107985541	LOC107985541	
